LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 26.587304441647184, 0.03452616435892825, 63.021758676497036, 7.974993377483444, 0.2746344564526383, 95.13620050064843,
1, 180.57361971137652, 1.9102002746327436, 120.38241314091769, 9.815696487302693, 5.8593340220933, 147.05535160453192,
2, 182.47770112445, 16.019990222173938, 202.7530012493889, 9.114623069936421, 9.375083447245446, 245.54236284699383,
3, 202.74810634638018, 17.79955940489483, 202.74810634638018, 9.815696487302693, 9.375083447245446, 229.2608680816215,
4, 120.0157195145444, 45.44973993450202, 120.0157195145444, 7.975204641182548, 9.868475869396086, 151.02840936636449,
5, 120.01340756294427, 45.44886440253511, 120.01340756294427, 9.114623069936421, 9.868475869396086, 134.09101866000904,
6, 40.51112671326963, 72.01978082359047, 40.51112671326963, 7.975204641182548, 9.868475869396086, 173.01342544316998,
7, 40.50991534593914, 72.01762728166959, 40.50991534593914, 7.975204641182548, 61.283859045353196, 41.1799113181452,
8, 0.33376820451417905, 85.44466035562984, 0.33376820451417905, 3.9872854418308963, 68.86649434480947, 256.0,
9, 0.33376962684172734, 85.4450244714822, 0.33376962684172734, 0.6509853782581055, 33.679720560485, 256.0,
10, 0.33376962684172734, 85.4450244714822, 0.33376962684172734, 0.6509853782581055, 33.679720560485, 256.0,
