LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 18409, 0, 71.28035200173828, 90.0, 66.65989331978663,
1, 33137, 0, 79.19847904155476, 100.0, 74.06654813309626,
