LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 26.587304441647184, 0.0037762992267577774, 6.893004855241863, 7.974993377483444, 0.03003814367450731, 255.92581602373886,
1, 33.85930820054411, 0.022386319471434123, 7.524290711232025, 7.974570883661793, 0.04577240940877304, 255.4089709762533,
2, 57.03667481662592, 0.31295843520782396, 12.67481662591687, 3.9872854418308963, 0.18308963763509217, 254.95081967213116,
3, 114.07334963325184, 0.6259168704156479, 12.67481662591687, 7.974570883661793, 0.36617927527018435, 254.95081967213116,
4, 67.5530881332408, 3.1977793199167244, 15.011797362942401, 1.9936427209154481, 0.7323585505403687, 254.49411764705883,
5, 67.52965660770032, 3.1966701352757543, 15.006590357266736, 3.9872854418308963, 1.4647171010807374, 256.0,
6, 22.79934029686641, 5.066520065970313, 5.066520065970313, 0.9968213604577241, 1.4647171010807374, 256.0,
7, 22.788601931077793, 35.44893633723212, 35.44893633723212, 0.9968213604577241, 8.972105221330366, 256.0,
8, 0.29210134128166915, 74.7779433681073, 0.33383010432190763, 0.24920534011443102, 9.114623069936421, 256.0,
9, 0.3342036553524804, 85.55613577023499, 0.3342036553524804, 0.040686586141131596, 5.2082969085273785, 256.0,
10, 0.3342036553524804, 85.55613577023499, 0.3342036553524804, 0.040686586141131596, 5.2082969085273785, 256.0,
