LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 12865, 0, 4.008358756345948, 4.26177978515625, 3.930152838990216,
1, 3681, 0, 2.7849938875305624, 3.515625, 2.6039020828041655,
2, 3681, 0, 2.7849938875305624, 3.515625, 2.6039020828041655,
3, 3681, 0, 2.7849938875305624, 3.515625, 2.6039020828041655,
4, 3681, 0, 2.7849938875305624, 3.515625, 2.6039020828041655,
5, 1549, 0, 3.5587475790832794, 7.03125, 3.054016620498615,
6, 2883, 0, 1.6486732570239333, 3.515625, 1.4004493223335297,
7, 1606, 0, 0.4091103673723537, 0.78125, 0.35286318474758327,
8, 2883, 0, 3.2973465140478666, 7.03125, 2.8008986446670594,
9, 2883, 0, 3.2973465140478666, 7.03125, 2.8008986446670594,
10, 1923, 0, 2.8666146645865833, 14.0625, 2.264790468364832,
11, 2729, 0, 1.4840600952729939, 9.375, 1.1587982832618025,
12, 990, 0, 0.7102272727272727, 3.125, 0.5643057784911717,
13, 2729, 0, 2.9681201905459877, 18.75, 2.317596566523605,
14, 2729, 0, 2.9681201905459877, 18.75, 2.317596566523605,
15, 2444, 0, 2.2555237315875614, 37.5, 1.7172897196261683,
16, 3954, 0, 0.7113050075872535, 22.5, 0.5377629063097514,
17, 829, 0, 0.9650180940892642, 12.5, 0.7373271889400922,
18, 3954, 0, 1.422610015174507, 45.0, 1.0755258126195029,
19, 3954, 0, 1.422610015174507, 45.0, 1.0755258126195029,
20, 766, 0, 0.03263707571801567, 25.0, 0.02446183953033268,
