Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides, Type, IFMAP Base Addr(Absolute), Filter Base Addr(Absolute), Ofmap Base Addr(Absolute),
IB4f_1,14,14,1,1,1024,256,1,Conv,0,0,462848,
IB4f_2,14,14,3,3,256,256,1,Conv,462848,462848,513024,
IB4f_3,14,14,1,1,256,1024,1,Conv,513024,513024,1052672,
CB5a_1,14,14,1,1,1024,512,2,Conv,1052672,1052672,1253376,
CB5a_2,7,7,3,3,512,512,1,Conv,1253376,1253376,1576960,
CB5a_3,7,7,1,1,512,2048,1,Conv,1576960,1576960,3612672,
CB5s,14,14,1,1,1024,2048,2,Conv,1052672,1052672,3713024,

