LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 46.08628060629615, 0.12188107267780801, 30.0971628449281, 7.974570883661793, 0.24920534011443102, 255.91539986781228,
1, 114.0578568518267, 1.251663724025533, 25.346190411517046, 7.975204641182548, 1.4647171010807374, 256.0,
2, 114.0578568518267, 1.251663724025533, 25.346190411517046, 7.975204641182548, 1.4647171010807374, 256.0,
3, 114.0578568518267, 1.251663724025533, 25.346190411517046, 7.975204641182548, 1.4647171010807374, 256.0,
4, 114.0578568518267, 1.251663724025533, 25.346190411517046, 7.975204641182548, 1.4647171010807374, 256.0,
5, 72.8596321393998, 5.947725072604066, 32.382058728622134, 7.975204641182548, 2.9294342021614748, 256.0,
6, 90.02913294797688, 4.261734104046242, 15.00485549132948, 7.974570883661793, 2.9294342021614748, 255.49606299212599,
7, 16.757160647571606, 1.2752179327521793, 33.51432129514321, 3.9872854418308963, 0.32549268912905277, 255.09004739336493,
8, 90.02913294797688, 8.523468208092485, 30.00971098265896, 7.974570883661793, 5.8588684043229495, 256.0,
9, 90.02913294797688, 8.523468208092485, 30.00971098265896, 7.974570883661793, 5.8588684043229495, 256.0,
10, 39.13206239168111, 25.555632582322357, 26.088041594454072, 7.974570883661793, 5.8593340220933, 256.0,
11, 36.466915805671576, 16.207518135854034, 10.12969883490877, 3.9872854418308963, 5.8593340220933, 256.0,
12, 14.545454545454545, 8.274747474747475, 29.09090909090909, 1.9936427209154481, 1.301970756516211, 254.86725663716814,
13, 36.466915805671576, 32.41503627170807, 20.25939766981754, 3.9872854418308963, 7.812238410596026, 256.0,
14, 36.466915805671576, 32.41503627170807, 20.25939766981754, 3.9872854418308963, 7.812238410596026, 256.0,
15, 13.855670103092784, 72.38880706921944, 15.395189003436426, 3.9872854418308963, 9.375083447245446, 256.0,
16, 8.092160719303175, 41.431862882832256, 4.0460803596515875, 1.9936427209154481, 9.375083447245446, 254.86725663716814,
17, 9.881785283474064, 39.52714113389626, 19.76357056694813, 0.9968213604577241, 5.207883026064844, 256.0,
18, 8.092160719303175, 82.86372576566451, 8.092160719303175, 1.9936427209154481, 9.375083447245446, 256.0,
19, 8.092160719303175, 82.86372576566451, 8.092160719303175, 1.9936427209154481, 9.375083447245446, 256.0,
20, 0.3342036553524804, 85.55613577023499, 0.3342036553524804, 0.040686586141131596, 5.2082969085273785, 256.0,
