Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides, Type, IFMAP Base Addr(Absolute), Filter Base Addr(Absolute), Ofmap Base Addr(Absolute),
CB3a_2,28,28,3,3,128,128,1,Conv,0,0,247808,
CB3a_3,28,28,1,1,128,512,1,Conv,247808,247808,334336,
CB3s,56,56,1,1,256,512,2,Conv,8388068008346001488,8388068008346001488,735744,
IB3b_1,28,28,1,1,512,128,1,Conv,735744,735744,8388068008346804304,
IB3b_2,28,28,3,3,128,128,1,Conv,8388068008346804304,8388068008346804304,8388068008346904656,
IB3b_3,28,28,1,1,128,512,1,Conv,8388068008346904656,8388068008346904656,8388068008346991184,

