LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 12865, 0, 2.32062875367397, 2.46734619140625, 2.2753516436259145,
1, 3681, 0, 0.6962484718826406, 0.87890625, 0.6509755207010414,
2, 3681, 0, 0.6962484718826406, 0.87890625, 0.6509755207010414,
3, 3681, 0, 0.6962484718826406, 0.87890625, 0.6509755207010414,
4, 3681, 0, 0.6962484718826406, 0.87890625, 0.6509755207010414,
5, 1549, 0, 0.8896868947708199, 1.7578125, 0.7635041551246537,
6, 1441, 0, 0.8246226578764747, 1.7578125, 0.7002246611667649,
7, 1606, 0, 0.10227759184308842, 0.1953125, 0.08821579618689582,
8, 1441, 0, 1.6492453157529494, 3.515625, 1.4004493223335297,
9, 1441, 0, 1.6492453157529494, 3.515625, 1.4004493223335297,
10, 961, 0, 1.4340530697190426, 7.03125, 1.1323952341824157,
11, 1819, 0, 0.5566245189664651, 3.515625, 0.4345493562231759,
12, 990, 0, 0.17755681818181818, 0.78125, 0.14107644462279292,
13, 1819, 0, 1.1132490379329303, 7.03125, 0.8690987124463518,
14, 1819, 0, 1.1132490379329303, 7.03125, 0.8690987124463518,
15, 1629, 0, 0.8459944751381215, 14.0625, 0.6439836448598131,
16, 2372, 0, 0.296427065767285, 9.375, 0.2240678776290631,
17, 829, 0, 0.24125452352231605, 3.125, 0.18433179723502305,
18, 2372, 0, 0.59285413153457, 18.75, 0.4481357552581262,
19, 2372, 0, 0.59285413153457, 18.75, 0.4481357552581262,
20, 766, 0, 0.008159268929503917, 6.25, 0.00611545988258317,
