LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 138.25884181888847, 0.1256898561989895, 10.345899727944035, 7.974993377483444, 0.256993006993007, 255.96153846153845,
1, 57.03667481662592, 0.15647921760391198, 6.337408312958435, 3.9872854418308963, 0.09154481881754609, 253.56521739130434,
2, 57.03667481662592, 0.15647921760391198, 6.337408312958435, 3.9872854418308963, 0.09154481881754609, 253.56521739130434,
3, 57.03667481662592, 0.15647921760391198, 6.337408312958435, 3.9872854418308963, 0.09154481881754609, 253.56521739130434,
4, 57.03667481662592, 0.15647921760391198, 6.337408312958435, 3.9872854418308963, 0.09154481881754609, 253.56521739130434,
5, 36.44157520981278, 0.7437056165267915, 8.098127824402841, 3.9872854418308963, 0.18308963763509217, 256.0,
6, 67.5530881332408, 0.7994448299791811, 3.7529493407356003, 1.9936427209154481, 0.18308963763509217, 245.8181818181818,
7, 4.1892901618929015, 0.07970112079701121, 8.378580323785803, 0.9968213604577241, 0.020343293070565798, 253.88679245283018,
8, 67.5530881332408, 1.5988896599583622, 7.5058986814712005, 1.9936427209154481, 0.36617927527018435, 251.53488372093022,
9, 67.5530881332408, 1.5988896599583622, 7.5058986814712005, 1.9936427209154481, 0.36617927527018435, 251.53488372093022,
10, 29.369406867845992, 4.795005202913631, 6.526534859521332, 1.9936427209154481, 0.7323585505403687, 250.88,
11, 22.79934029686641, 2.5332600329851567, 2.5332600329851567, 0.9968213604577241, 0.7323585505403687, 256.0,
12, 3.6363636363636362, 0.5171717171717172, 7.2727272727272725, 0.49841068022886204, 0.08137317228226319, 248.27586206896552,
13, 22.79934029686641, 5.066520065970313, 5.066520065970313, 0.9968213604577241, 1.4647171010807374, 256.0,
14, 22.79934029686641, 5.066520065970313, 5.066520065970313, 0.9968213604577241, 1.4647171010807374, 256.0,
15, 8.662983425414364, 11.314917127071823, 3.8502148557397176, 0.9968213604577241, 2.9294342021614748, 250.88,
16, 6.070826306913997, 7.770657672849915, 1.0118043844856661, 0.49841068022886204, 2.9294342021614748, 240.0,
17, 2.470446320868516, 2.470446320868516, 4.940892641737032, 0.24920534011443102, 0.32549268912905277, 256.0,
18, 6.070826306913997, 15.54131534569983, 2.0236087689713322, 0.49841068022886204, 5.8588684043229495, 252.6315789473684,
19, 6.070826306913997, 15.54131534569983, 2.0236087689713322, 0.49841068022886204, 5.8588684043229495, 252.6315789473684,
20, 0.0835509138381201, 5.347258485639687, 0.0835509138381201, 0.010171646535282899, 0.6509853782581055, 64.0,
