LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 26.587304441647184, 0.005934184499190793, 10.831864772522927, 7.974993377483444, 0.0472027972027972, 255.96033994334277,
1, 67.71861640108823, 0.08954527788573649, 15.04858142246405, 7.975204641182548, 0.18308963763509217, 255.74636723910172,
2, 114.07334963325184, 1.2518337408312958, 25.34963325183374, 7.974570883661793, 0.7323585505403687, 255.64931506849314,
3, 114.0578568518267, 1.251663724025533, 25.346190411517046, 7.975204641182548, 1.4647171010807374, 256.0,
4, 67.52965660770032, 6.3933402705515086, 30.013180714533473, 3.9872854418308963, 2.9294342021614748, 256.0,
5, 90.02913294797688, 8.523468208092485, 30.00971098265896, 7.974570883661793, 5.8588684043229495, 256.0,
6, 30.39355075119091, 13.508244778307072, 10.131183583730303, 1.9936427209154481, 5.8588684043229495, 256.0,
7, 30.383273690439292, 50.89847558398377, 38.17385668798783, 1.9936427209154481, 9.900389693671178, 128.92549952426262,
8, 0.3145278571786771, 80.51913143774134, 0.33378466476104507, 0.49841068022886204, 9.815756493883615, 256.0,
9, 0.33387675252689925, 85.4724486468862, 0.33387675252689925, 0.08137317228226319, 8.333407508662619, 256.0,
10, 0.33387675252689925, 85.4724486468862, 0.33387675252689925, 0.08137317228226319, 8.333407508662619, 256.0,
