LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 32883.0, 6718464, 1.0, 29712.0, 589824, 511.0, 33137.0, 6718464, -81789.0, -1.0, 802816, -62914.0, -1.0, 589824, 5500.0, 34805.0, 6718719,
1, 257.0, 25701.0, 3115008, 1.0, 24770.0, 1179648, 511.0, 25955.0, 3115008, -25166.0, -1.0, 200704, -119537.0, -1.0, 1179648, 9305.0, 29931.0, 3115263,
2, 257.0, 51657.0, 6230016, 1.0, 50726.0, 2359296, 511.0, 51911.0, 6230016, -44040.0, -1.0, 401408, -239074.0, -1.0, 2359296, 9305.0, 55767.0, 6230271,
