LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -12583.0, -1.0, 100352, -18875.0, -1.0, 147456, 7209.0, 8898.0, 432640,
1, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -12583.0, -1.0, 100352, -18875.0, -1.0, 147456, 7209.0, 8898.0, 432640,
2, 257.0, 4412.0, 225792, 1.0, 4104.0, 294912, 511.0, 4809.0, 250880, -12583.0, -1.0, 100352, -31457.0, -1.0, 294912, 4809.0, 5788.0, 250880,
3, 257.0, 7935.0, 331776, 1.0, 7536.0, 294912, 511.0, 8061.0, 165888, -6292.0, -1.0, 50176, -31457.0, -1.0, 294912, 8189.0, 8836.0, 165888,
