LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 7581, 0, 2.4311864239262837, 3.046417236328125, 2.2776599455987587,
1, 1294, 0, 2.994213074768161, 7.32421875, 2.49968497983871,
2, 886, 0, 2.1605618651241536, 15.8203125, 1.676232760507881,
3, 1773, 0, 1.4395621827411167, 10.546875, 1.1174885070052538,
4, 3547, 0, 7.675500422892585, 56.25, 5.959938704028021,
