LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -6292.0, -1.0, 25088, -239074.0, -1.0, 2359296, 28475.0, 29374.0, 230400,
1, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -6292.0, -1.0, 25088, -239074.0, -1.0, 2359296, 28475.0, 29374.0, 230400,
2, 257.0, 2813.0, 1024, 1.0, 2557.0, 262144, 511.0, 3067.0, 1024, -6292.0, -1.0, 512, -31457.0, -1.0, 262144, 3067.0, 3070.0, 1024,
