Layer name,IFMAP height,IFMAP width,Filter height,Filter width,Channels,Num filter,Stride height,Stride width,
Conv2d_1,224,224,7,7,3,64,2,2,
Conv2d_2,56,56,3,3,64,64,1,1,
Conv2d_3,56,56,3,3,64,64,1,1,
Conv2d_4,56,56,3,3,64,64,1,1,
Conv2d_5,56,56,3,3,64,64,1,1,
Conv2d_6,56,56,3,3,64,128,2,2,
Conv2d_7,28,28,3,3,128,64,1,1,
