LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 17.72486962776479, 0.011868368998381586, 32.49559431756878, 7.975204641182548, 0.0944055944055944, 81.30695791262622,
1, 135.431969220007, 0.7163343826512767, 60.19198632000311, 9.114623069936421, 2.9294342021614748, 154.99849909945968,
2, 152.0702580353101, 6.675237664101403, 101.38017202354007, 7.975204641182548, 5.8593340220933, 1091.6169590643274,
3, 182.47770112445, 8.009995111086969, 101.37650062469444, 9.114623069936421, 7.812238410596026, 165.0888908544136,
4, 108.02496878901373, 40.908863920099876, 120.02774309890415, 7.975204641182548, 9.375083447245446, 256.0,
5, 120.02034368498111, 45.45149109963782, 120.02034368498111, 7.975204641182548, 9.375083447245446, 275.1738208797032,
6, 40.5148369764318, 72.02637684698986, 40.5148369764318, 7.974570883661793, 9.375083447245446, 256.0,
7, 40.509991054274884, 72.01776187426647, 40.509991054274884, 7.974570883661793, 40.8767518531562, 43.10011983096411,
8, 0.3337690370946874, 85.44487349623998, 0.3337690370946874, 1.9936427209154481, 42.212649608602206, 256.0,
9, 0.33377472650599954, 85.44632998553588, 0.33377472650599954, 0.32549268912905277, 11.953807042943946, 256.0,
10, 0.33377472650599954, 85.44632998553588, 0.33377472650599954, 0.32549268912905277, 11.953807042943946, 256.0,
